document_id,name_comp,year,href_doc,status
eca1d7f1-dd25-44f6-ade5-d1f296d14552,Thule Group,2019,https://www.thulegroup.com/sites/default/files/files/Annual_Report_2019_en.pdf,downloaded_manually
ef0f0053-db25-450f-938c-06623fce66b4,Inchcape,2022,https://www.inchcape.com/wp-content/uploads/2023/04/Annual-Report-and-Accounts-2022-1.pdf,downloaded_manually
f0648ddf-5fe1-4d0b-bb13-1de1faae1032,Deutsche Post DHL,2022,https://www.dpdhl.com/content/dam/dpdhl/en/media-center/investors/documents/annual-reports/DPDHL-2022-Annual-Report.pdf,downloaded_manually
f120970e-40b1-4245-bc97-47f444a9df87,IHG InternContinental Hotels Group,2022,https://www.ihgplc.com/en/-/media/ihg/annualreports/2022/annual-report-2022.pdf,downloaded_manually
f32b3c92-ee63-4237-94fd-94a43afafd5e,Latour,2018,https://vp302.alertir.com/sites/default/files/report/latour-annual-report-2018-final-version-web.pdf,downloaded_manually
f44258f0-79a9-4452-b20a-4e4c57a2bd28,Heineken Holding,2019,https://www.heinekenholding.com/sites/heinekenholding/files/Investors/financial-information/results-reports-presentations/heineken-holding-nv-2019-annual-report-final.pdf,downloaded_manually
f50f83d3-4877-4c9b-8d81-319d9099795b,Temenos,2022,https://www.temenos.com/wp-content/uploads/2023/03/2022-Annual-Report-t01ki2zg10.pdf,downloaded_manually
f62c31aa-f0e2-4b26-917a-b09bdff795eb,Pearson,2018,https://plc.pearson.com/sites/pearson-corp/files/pearson/investors/our-performance-updates/results-reports-presentations/LSE_PSON_2018.pdf,downloaded_manually
f677c07a-178f-46f2-9107-e67b01b5a2c8,Zalando,2022,https://corporate.zalando.com/sites/default/files/media-download/Annual%20Report_Zalando%20SE_22_EN_230603_sc.pdf,downloaded_manually
f716aceb-85f7-4974-b0e2-50ce1866b628,Inditex,2022,https://static.inditex.com/annual_report_2022/pdf/Inditex-group-annual-report-2022.pdf,problem_manual_download
f8b89ab7-de1e-43cb-8fcc-32fd45ba1016,IAG International Airlines Group,2021,https://www.iairgroup.com/~/media/Files/I/IAG/annual-reports/iag-annual-reports/en/annual-report-and-accounts-2021.pdf,downloaded_manually
fb35b765-d2f3-48c6-9a02-2df821e355eb,AstraZeneca,2021,https://www.astrazeneca.com/content/dam/az/Investor_Relations/annual-report-2021/pdf/AstraZeneca_AR_2021.pdf,downloaded_manually
fdf3871b-fc00-475f-bf60-6cebc5c823bd,Heineken Holding,2020,https://www.heinekenholding.com/sites/heinekenholding/files/Investors/financial-information/results-reports-presentations/Heineken-Holding-NV-2020-Annual-Report-final.pdf,downloaded_manually
ff55ae93-595f-41dc-b61a-06d68c545da3,Zurich,2018,https://www.zurich.com/-/media/project/zurich/dotcom/investor-relations/docs/financial-reports/2018/annual-report-2018.pdf?rev=1e80ecd9065e4535bbd692beb0896d72&hash=52E2F628B5E8E94AB9561BA14A2E62F9,downloaded_manually
